year,industry_raw,industry_code,industry_level,births,survival_of_1_year,percent_of_1_year,survival_of_2_year,percent_of_2_year,survival_of_3_year,percent_of_3_year,survival_of_4_year,percent_of_4_year,survival_of_5_year,percent_of_5_year
2019,512 : Freight air transport and space transport,512,group,10,5,50,10,100,10,100,5,50,5,50
2019,52 : Warehousing and support activities for transportation,52,division,2960,2795,94.4256756756757,2120,71.6216216216216,1390,46.9594594594595,1005,33.9527027027027,830,28.0405405405405
2019,521 : Warehousing and storage,521,group,645,600,93.0232558139535,460,71.3178294573643,345,53.4883720930233,205,31.7829457364341,170,26.3565891472868
2019,522 : Support activities for transportation,522,group,2315,2195,94.8164146868251,1660,71.7062634989201,1045,45.1403887688985,800,34.5572354211663,660,28.5097192224622
2019,53 : Postal and courier activities,53,division,11055,9690,87.6526458616011,5720,51.7412935323383,3195,28.9009497964722,2090,18.9054726368159,1570,14.2017186793306
2019,531 : Postal activities under universal service obligation,531,group,170,160,94.1176470588235,130,76.4705882352941,110,64.7058823529412,90,52.9411764705882,80,47.0588235294118
2019,532 : Other postal and courier activities,532,group,10885,9530,87.5516766192007,5590,51.3550757923748,3085,28.3417547083142,2000,18.3739090491502,1490,13.6885622416169
2019,55 : Accommodation,55,division,1860,1755,94.3548387096774,1445,77.6881720430108,1210,65.0537634408602,1060,56.989247311828,920,49.4623655913978
2019,551 : Hotels and similar accommodation,551,group,835,790,94.6107784431138,660,79.0419161676647,540,64.6706586826347,465,55.688622754491,405,48.502994011976
2019,552 : Holiday and other short-stay accommodation,552,group,630,585,92.8571428571429,455,72.2222222222222,385,61.1111111111111,340,53.968253968254,295,46.8253968253968
2019,"553 : Camping grounds, recreational vehicle parks and trailer parks",553,group,175,170,97.1428571428571,145,82.8571428571429,125,71.4285714285714,120,68.5714285714286,105,60
2019,559 : Other accommodation,559,group,220,210,95.4545454545455,185,84.0909090909091,160,72.7272727272727,135,61.3636363636364,115,52.2727272727273
2019,56 : Food and beverage service activities,56,division,26930,25360,94.1700705532863,20655,76.6988488674341,16255,60.3601930932046,12720,47.2335685109543,10050,37.3189751206832
2019,561 : Restaurants and mobile food service activities,561,group,18105,16955,93.6481634907484,13955,77.0781552057443,11515,63.6012151339409,9135,50.4556752278376,7085,39.1328362330848
2019,562 : Event catering and other food service activities,562,group,4030,3900,96.7741935483871,3015,74.8138957816377,1695,42.0595533498759,1040,25.8064516129032,870,21.5880893300248
2019,563 : Beverage serving activities,563,group,4795,4505,93.9520333680918,3685,76.8508863399374,3045,63.5036496350365,2545,53.0761209593326,2095,43.6913451511992
2019,58 : Publishing activities,58,division,1480,1400,94.5945945945946,1120,75.6756756756757,915,61.8243243243243,795,53.7162162162162,700,47.2972972972973
2019,"581 : Publishing of books, periodicals and other publishing activities",581,group,955,905,94.7643979057592,715,74.869109947644,595,62.303664921466,525,54.9738219895288,465,48.6910994764398
2019,582 : Software publishing,582,group,525,495,94.2857142857143,405,77.1428571428572,320,60.952380952381,270,51.4285714285714,235,44.7619047619048
2019,"59 : Motion picture, video and television programme production, sound recording and music publishing activities",59,division,3825,3705,96.8627450980392,3100,81.0457516339869,2480,64.8366013071895,2120,55.4248366013072,1885,49.281045751634
2019,"591 : Motion picture, video and television programme activities",591,group,3290,3180,96.6565349544073,2675,81.306990881459,2135,64.8936170212766,1825,55.4711246200608,1615,49.0881458966565
2019,592 : Sound recording and music publishing activities,592,group,535,525,98.1308411214953,425,79.4392523364486,345,64.4859813084112,295,55.1401869158878,270,50.4672897196262
2019,60 : Programming and broadcasting activities,60,division,180,175,97.2222222222222,150,83.3333333333333,115,63.8888888888889,90,50,80,44.4444444444444
2019,601 : Radio broadcasting,601,group,65,60,92.3076923076923,50,76.9230769230769,45,69.2307692307692,35,53.8461538461538,30,46.1538461538462
2019,602 : Television programming and broadcasting activities,602,group,115,115,100,100,86.9565217391304,70,60.8695652173913,55,47.8260869565217,50,43.4782608695652
2019,61 : Telecommunications,61,division,1090,1035,94.954128440367,800,73.394495412844,610,55.9633027522936,505,46.3302752293578,420,38.5321100917431
2019,611 : Wired telecommunications activities,611,group,300,290,96.6666666666667,220,73.3333333333333,170,56.6666666666667,135,45,115,38.3333333333333
2019,612 : Wireless telecommunications activities,612,group,250,235,94,190,76,145,58,125,50,100,40
2019,613 : Satellite telecommunications activities,613,group,20,20,100,15,75,15,75,15,75,15,75
2019,619 : Other telecommunications activities,619,group,520,490,94.2307692307692,375,72.1153846153846,280,53.8461538461538,230,44.2307692307692,190,36.5384615384615
2019,"62 : Computer programming, consultancy and related activities",62,division,21730,20865,96.0193281178095,16655,76.6451909802117,11830,54.4408651633686,8990,41.3713759779107,7505,34.537505752416
2019,"620 : Computer programming, consultancy and related activities",620,group,21730,20865,96.0193281178095,16655,76.6451909802117,11830,54.4408651633686,8990,41.3713759779107,7505,34.537505752416
2019,63 : Information service activities,63,division,1775,1660,93.5211267605634,1235,69.5774647887324,880,49.5774647887324,670,37.7464788732394,545,30.7042253521127
2019,"631 : Data processing, hosting and related activities; web portals",631,group,725,680,93.7931034482759,520,71.7241379310345,395,54.4827586206897,315,43.448275862069,260,35.8620689655172
2019,639 : Other information service activities,639,group,1050,980,93.3333333333333,715,68.0952380952381,485,46.1904761904762,355,33.8095238095238,285,27.1428571428571
2019,"64 (Excl 642) : Financial service activities, except insurance and pension funding",64,division,1865,1790,95.9785522788204,1555,83.3780160857909,1330,71.313672922252,1205,64.6112600536193,1080,57.9088471849866
2019,641 : Monetary intermediation,641,group,5,5,100,5,100,5,100,5,100,5,100
2019,"643 : Trusts, funds and similar financial entities",643,group,155,150,96.7741935483871,130,83.8709677419355,115,74.1935483870968,100,64.5161290322581,90,58.0645161290323
2019,"649 : Other financial service activities, except insurance and pension funding",649,group,1705,1635,95.8944281524927,1420,83.2844574780059,1210,70.9677419354839,1100,64.5161290322581,985,57.7712609970675
2019,"65 : Insurance, reinsurance and pension funding, except compulsory social security",65,division,250,150,60,130,52,110,44,85,34,70,28
2019,651 : Insurance,651,group,155,150,96.7741935483871,130,83.8709677419355,110,70.9677419354839,85,54.8387096774194,70,45.1612903225806
2019,652 : Reinsurance,652,group,0,0,0,0,0,0,0,0,0,0,0
2019,653 : Pension funding,653,group,95,0,0,0,0,0,0,0,0,0,0
2019,66 : Activities auxiliary to financial services and insurance activities,66,division,1805,1730,95.8448753462604,1360,75.3462603878116,1090,60.387811634349,930,51.5235457063712,820,45.4293628808864
2019,"661 : Activities auxiliary to financial services, except insurance and pension funding",661,group,995,935,93.9698492462311,685,68.8442211055276,530,53.2663316582915,440,44.2211055276382,390,39.1959798994975
2019,662 : Activities auxiliary to insurance and pension funding,662,group,595,585,98.3193277310924,480,80.672268907563,405,68.0672268907563,355,59.6638655462185,305,51.2605042016807
2019,663 : Fund management activities,663,group,215,210,97.6744186046512,195,90.6976744186046,155,72.0930232558139,135,62.7906976744186,125,58.1395348837209
2019,68 : Real estate activities,68,division,10465,9905,94.6488294314381,8145,77.8308647873865,6845,65.4085045389393,6070,58.0028666985189,5485,52.4128045867176
2019,681 : Buying and selling of own real estate,681,group,1725,1595,92.463768115942,1280,74.2028985507246,1050,60.8695652173913,905,52.463768115942,795,46.0869565217391
2019,682 : Renting and operating of own or leased real estate,682,group,5430,5165,95.1197053406998,4265,78.5451197053407,3630,66.8508287292818,3320,61.1418047882136,3070,56.5377532228361
2019,683 : Real estate activities on a fee or contract basis,683,group,3310,3145,95.0151057401813,2600,78.5498489425982,2165,65.4078549848943,1845,55.7401812688822,1620,48.9425981873112
2019,69 : Legal and accounting activities,69,division,6610,6345,95.9909228441755,5235,79.1981845688351,4170,63.0862329803328,3565,53.9334341906203,3235,48.9409984871407
2019,691 : Legal activities,691,group,2375,2285,96.2105263157895,2015,84.8421052631579,1720,72.421052631579,1535,64.6315789473684,1420,59.7894736842105
2019,"692 : Accounting, bookkeeping and auditing activities; tax consultancy",692,group,4235,4060,95.8677685950413,3220,76.0330578512397,2450,57.8512396694215,2030,47.9338842975207,1815,42.8571428571429
2019,70 : Activities of head offices; management consultancy activities,70,division,25760,24745,96.0597826086957,19840,77.0186335403727,14715,57.1234472049689,11625,45.1281055900621,9830,38.1599378881988
2019,701 : Activities of head offices,701,group,1115,1085,97.3094170403588,880,78.9237668161435,735,65.9192825112108,645,57.847533632287,565,50.6726457399103
2019,702 : Management consultancy activities,702,group,24645,23660,96.0032460945425,18960,76.9324406573341,13980,56.7255021302495,10980,44.5526475958612,9265,37.5938324203692
2019,71 : Architectural and engineering activities; technical testing and analysis,71,division,10440,10005,95.8333333333333,8120,77.7777777777778,6020,57.6628352490421,4695,44.9712643678161,4020,38.5057471264368
2019,711 : Architectural and engineering activities and related technical consultancy,711,group,9930,9515,95.8207452165156,7705,77.5931520644512,5710,57.5025176233635,4440,44.7129909365559,3795,38.2175226586103
2019,712 : Technical testing and analysis,712,group,510,490,96.078431372549,415,81.3725490196078,310,60.7843137254902,255,50,225,44.1176470588235
2019,72 : Scientific research and development,72,division,710,685,96.4788732394366,565,79.5774647887324,440,61.9718309859155,375,52.8169014084507,345,48.5915492957746
2019,721 : Research and experimental development on natural sciences and engineering,721,group,620,600,96.7741935483871,495,79.8387096774193,390,62.9032258064516,335,54.0322580645161,305,49.1935483870968
2019,722 : Research and experimental development on social sciences and humanities,722,group,90,85,94.4444444444444,70,77.7777777777778,50,55.5555555555556,40,44.4444444444444,40,44.4444444444444
2019,73 : Advertising and market research,73,division,2860,2745,95.979020979021,2240,78.3216783216783,1765,61.7132867132867,1450,50.6993006993007,1265,44.2307692307692
2019,731 : Advertising,731,group,2625,2515,95.8095238095238,2050,78.0952380952381,1605,61.1428571428571,1325,50.4761904761905,1155,44
2019,732 : Market research and public opinion polling,732,group,235,230,97.8723404255319,190,80.8510638297872,160,68.0851063829787,125,53.1914893617021,110,46.8085106382979
2019,"74 : Other professional, scientific and technical activities",74,division,15255,14310,93.8053097345133,11385,74.6312684365782,8960,58.734841035726,7190,47.1320878400524,6100,39.9868895444117
2019,741 : Specialised design activities,741,group,2735,2610,95.4296160877514,2145,78.4277879341865,1740,63.6197440585009,1435,52.4680073126143,1260,46.0694698354662
2019,742 : Photographic activities,742,group,770,720,93.5064935064935,615,79.8701298701299,520,67.5324675324675,455,59.0909090909091,410,53.2467532467532
2019,743 : Translation and interpretation activities,743,group,175,160,91.4285714285714,125,71.4285714285714,100,57.1428571428571,85,48.5714285714286,75,42.8571428571429
2019,"749 : Other professional, scientific and technical activities n.e.c.",749,group,11575,10820,93.4773218142549,8500,73.4341252699784,6600,57.0194384449244,5215,45.0539956803456,4355,37.6241900647948
2019,75 : Veterinary activities,75,division,670,635,94.7761194029851,490,73.134328358209,305,45.5223880597015,215,32.089552238806,190,28.3582089552239
2019,750 : Veterinary activities,750,group,670,635,94.7761194029851,490,73.134328358209,305,45.5223880597015,215,32.089552238806,190,28.3582089552239
2019,77 : Rental and leasing activities,77,division,1755,1670,95.1566951566952,1365,77.7777777777778,1050,59.8290598290598,915,52.1367521367521,815,46.4387464387464
2019,771 : Renting and leasing of motor vehicles,771,group,540,510,94.4444444444444,405,75,310,57.4074074074074,255,47.2222222222222,220,40.7407407407407
2019,772 : Renting and leasing of personal and household goods,772,group,290,275,94.8275862068966,215,74.1379310344828,145,50,125,43.1034482758621,110,37.9310344827586
2019,"773 : Renting and leasing of other machinery, equipment and tangible goods",773,group,775,745,96.1290322580645,640,82.5806451612903,525,67.741935483871,475,61.2903225806452,430,55.4838709677419
2019,"774 : Leasing of intellectual property and similar products, except copyrighted works",774,group,150,140,93.3333333333333,105,70,70,46.6666666666667,60,40,55,36.6666666666667
2019,78 : Employment activities,78,division,5295,4935,93.2011331444759,3235,61.09537299339,2440,46.081208687441,1970,37.204910292729,1700,32.1057601510859
2019,781 : Activities of employment placement agencies,781,group,3325,3075,92.4812030075188,1870,56.2406015037594,1500,45.1127819548872,1275,38.3458646616541,1130,33.984962406015
2019,782 : Temporary employment agency activities,782,group,1345,1260,93.6802973977695,920,68.4014869888476,615,45.724907063197,445,33.0855018587361,360,26.7657992565056
2019,783 : Other human resources provision,783,group,625,600,96,445,71.2,325,52,250,40,210,33.6
2019,"79 : Travel agency, tour operator and other reservation service and related activities",79,division,1090,1055,96.7889908256881,840,77.0642201834862,605,55.5045871559633,510,46.7889908256881,450,41.2844036697248
2019,791 : Travel agency and tour operator activities,791,group,815,790,96.9325153374233,625,76.6871165644172,440,53.9877300613497,365,44.7852760736196,325,39.8773006134969
2019,799 : Other reservation service and related activities,799,group,275,265,96.3636363636364,215,78.1818181818182,165,60,145,52.7272727272727,125,45.4545454545455
2019,80 : Security and investigation activities,80,division,1580,1510,95.5696202531646,1245,78.797468354430407,935,59.1772151898734,755,47.7848101265823,655,41.4556962025316
2019,801 : Private security activities,801,group,925,880,95.1351351351351,715,77.2972972972973,565,61.0810810810811,440,47.5675675675676,360,38.9189189189189
2019,802 : Security systems service activities,802,group,480,465,96.875,390,81.25,315,65.625,270,56.25,250,52.0833333333333
2019,803 : Investigation activities,803,group,175,165,94.2857142857143,140,80,55,31.4285714285714,45,25.7142857142857,45,25.7142857142857
2019,81 : Services to buildings and landscape activities,81,division,4595,4390,95.5386289445049,3710,80.7399347116431,3180,69.2056583242655,2730,59.4124047878128,2370,51.5778019586507
2019,811 : Combined facilities support activities,811,group,520,500,96.1538461538462,405,77.8846153846154,330,63.4615384615385,285,54.8076923076923,250,48.0769230769231
2019,812 : Cleaning activities,812,group,2525,2415,95.6435643564356,2025,80.1980198019802,1710,67.7227722772277,1420,56.2376237623762,1200,47.5247524752475
2019,813 : Landscape service activities,813,group,1550,1475,95.1612903225807,1280,82.5806451612903,1140,73.5483870967742,1025,66.1290322580645,920,59.3548387096774
2019,"82 : Office administrative, office support and other business support activities",82,division,39480,37465,94.8961499493414,26925,68.1990881458967,18040,45.694022289767,13935,35.2963525835866,11585,29.3439716312057
2019,821 : Office administrative and support activities,821,group,2810,2750,97.864768683274,1530,54.4483985765125,695,24.7330960854093,375,13.3451957295374,310,11.0320284697509
2019,822 : Activities of call centres,822,group,85,80,94.1176470588235,60,70.5882352941177,35,41.1764705882353,25,29.4117647058824,20,23.5294117647059
2019,823 : Organisation of conventions and trade shows,823,group,455,435,95.6043956043956,365,80.2197802197802,270,59.3406593406593,235,51.6483516483517,205,45.0549450549451
